ITEC 4366,Computer Security & Disaster Recovery
ITEC 4379,Internship in Information Technology
ITEC 4381,Computer Forensics
ITEC 4382,Registry & Internet Forensics
ITEC 4383,Cyber Security II
ITEC 4388,Senior Project in Information Technology
ITEC 4391,Selected Topics in Information Technology
LEGL 3301,Business Law
LEGL 3307,Legal Writing and Appellate Process
LEGL 3313,Intro Law & Amer Legal System
LEGL 3351,Legal Research
LEGL 3353,Introduction to the Texas Rules of Pre-Trial Civil Procedure
LEGL 4325,Legal Concepts for Human Resource Professionals
LEGL 4352,Family Law & Procedures
LEGL 4353,Dispute Resolution
LEGL 4354,Property Transactions
LEGL 4355,Criminal Law & Procedure
LEGL 4356,Torts
LEGL 4359,"Wills, Probate and Estate Administration"
LEGL 4365,Mock Trial
LEGL 4375,Professional Development for Legal Studies Students
LEGL 5131,Legal Concepts for the Business Professional
LITR 2321,British Literature
LITR 2326,American Literature
LITR 2341,Literature and Experience
LITR 2366,Introduction to Film Studies
LITR 2371,Introduction Creative Writing
LITR 3301,Literary Studies: Genres and  Perspectives
LITR 3302,Principles of Composition
LITR 3334,Mythology
LITR 3338,Modern Fantasy Literature
LITR 3361,Shakespeare
LITR 3371,Creative Writing
LITR 4321,Jane Austen
LITR 4335,American Modernism
LITR 4338,American Minority Literature
LITR 4350,Masterpieces of 19th-Century European Literature
LITR 4356,Modern American and British Poetry
LITR 4360,Topics in Film and Media Studies
LITR 4368,Literature of the Future
LITR 5130,Composition: Theory and Practice
LITR 5132,Literary Theory
LITR 5430,Creative Writing
LITR 5434,British Literature: Pre-Restoration
LITR 5435,British Literature: Restoration to the Present
LITR 5831,World/Multicultural Literature
LLAS 4309,Topics in Latina/o and Latin American Studies
LLLS 4311,Foundations Literacy Skills
LLLS 4313,Corrective & Remedial Reading
LLLS 4332,Diagn & Prescriptive Reading
LLLS 4344,Literacy Methods For EC-6
LLLS 4345,Survey of Children Literature
LLLS 4346,Literacy Methods for 4-8
LLLS 4347,Multicultural Literature
LLLS 4348,Selecting Literature for The Very Young Child
LLLS 4351,Content Area Literacy
LLLS 4352,Young Adult Lit & Read
LLLS 4364,Methods in Scndry Eng/Lang Art
LLLS 5131,Integrating the Language Arts
LLLS 5531,Critical Reading And Thinking
LLLS 5633,Teaching Methods for English/Reading Language Arts for Grades 4-8
LLLS 6332,Foundations of Early and Secondary Literacy
LLLS 6333,Genre Studies in Children's & Young Adult Literature
LLLS 6732,Asmnt & Remed/Read La Literacy
LLLS 6839,Practicum in School Literacy Practices
MATH 1001,Basic Math and Algebra Skills Review
MATH 1314,College Algebra
MATH 1324,Mathematics for Business & Social Sciences
MATH 1332,Contemporary Mathematics
MATH 1350,Mathematics for Teachers I
MATH 1351,Mathematics for Teachers II
MATH 2305,Discrete Mathematics
MATH 2315,Calculus III
MATH 2318,Linear Algebra
MATH 2320,Differential Equations
MATH 2412,Pre-Calculus Mathematics
MATH 2413,Calculus I
MATH 2414,Calculus II
MATH 3300,Introduction to Modern Algebra and Number Theory
MATH 3304,Algebra Through Technology
MATH 3305,Euclidian/Non-Euclidian Geom
MATH 3307,Functions and Modeling
MATH 3312,Number Theory
MATH 3331,Advanced Calculus
MATH 4315,Numerical Analysis & Its Appl
MATH 4316,Math Software Applications
MATH 4322,Introduction to Abstract Algebra
MATH 4325,Theory Of Models and Applications
MATH 4341,Intro To Analysis
MATH 4344,Intro To Probability
MATH 4345,Introduction To Statistics
MATH 4348,Introduction to Financial Mathematics for Exam FM
MATH 4363,Functions Of Cmplx Var
MATH 5034,Geometry Seminar
MATH 5037,Technology For Math Curriculum
MATH 5132,Real Analysis
MATH 5330,Mathematical Software and Modeling Simulation
MATH 5431,Mathematical Neuroscience
MATH 6037,Technology for Mathematics Curriculum
MATH 6837,Research Project I
MATH 6838,Research Project II
MENG 1204,Engineering Graphics for Mechanical Engineers
MENG 3210,Mechanical Engineering Lab I
MENG 3211,Mechanical Engineering Lab II
MENG 3303,Solid Mechanics
MENG 3310,Introduction to Fluid Mechanics
MENG 3314,Design Methodology
MENG 3316,Heat Transfer
MENG 3324,Introduction to Materials Science
MENG 3334,Thermodynamics
MENG 3344,Introduction to Manufacturing Processes
MENG 4143,Thermal/Fluid Laboratory
MENG 4240,Senior Design Project I
MENG 4241,Senior Design Project II
MENG 4302,Introduction to Mechatronics
MENG 4310,Dynamics and Control of Mechanical Systems
MENG 4331,Design of Machine Elements
MENG 4340,Mechanical Engineering Capstone I
MENG 4341,Mechanical Engineering Capstone II
MENG 4343,Thermal/Fluid System Design
MENG 4344,Composite Materials
MENG 4391,Selected Topics in Mechanical Engineering
MGMT 1301,Business Principles
MGMT 3301,Mgmt Theory And Practice
MGMT 3313,Organizational Comm
MGMT 3331,Human Resource Management
MGMT 3341,"Human Resource Plan,Staff,Sel"
MGMT 3351,Wage And Salary Administration
MGMT 4195,Coop Education In Business
MGMT 4312,Strategic Management
MGMT 4316,Human Resource Mgmt Info Sys
MGMT 4325,Legal Concepts for Human Resource Professionals
MGMT 4326,Effective Negotiations
MGMT 4327,LEADERSHIP
MGMT 4334,Leading Teams
MGMT 4354,Organizational Behavior Theory and Application
MGMT 4356,Employee Training and Organizational Development
MGMT 4391,Select Topics Mgmt
MGMT 4395,Cooperative Education in Business
MGMT 5031,Survey of Business Principles
MGMT 5032,Human Behavior in Organization
MGMT 5131,The Global Environment of Business
MGMT 5133,Teamwork & Leadership Skills: Theory and Practice
MGMT 5434,Negotiation Skills and Strategies
MGMT 5439,Positive Leadership & Ethical Action
MGMT 5636,Management Of Technology
MGMT 5638,Leading Technology
MGMT 5915,Coop Ed. In Business
MGMT 5931,Research Topics In Mgmt
MGMT 6135,Data Visualization and Communication
MGMT 6237,Comparative Leadership
MGMT 6334,Global Sustainability and Strategic Advantage
MGMT 6731,Strategic Management Seminar
MKTG 3301,Principles of Marketing
MKTG 3313,Marketing Channels & Distribution
MKTG 3331,Integrated Mktg Communication
MKTG 3343,Consumer Behavior
MKTG 3348,Retail Management
MKTG 3351,Marketing Research
MKTG 3360,Social Media Marketing
MKTG 4335,Brands and Brand Management
MKTG 5332,Executive Decisions in Marketg
MSCI 1131,Intermediate Physical Training
MSCI 1210,Introduction to Leadership I
MSCI 1220,Introduction to Leadership II
MSCI 2210,Foundations of Leadership I
MSCI 2220,Foundations of Leadership II
MSCI 3310,Adv Leadership Development
MSCI 3320,Adv Military Science
MSCI 4310,Advanced Military Science
MSCI 4398,SPECIAL PROBLEMS
NCBI    1,NCB Integrated Reading and Writing
NCBM    1,NCB Math
number,name
NURS 3311,History and Theories of Nursing
OSHE 3340,Tech Of Safety Engineer&Analys
OSHE 4321,"Ergonomics, Human Factors&Workspace Design"
OSHE 4324,Fire Safety Engineering
OSHE 4333,Construction & General Industry Safety
OSHE 4336,Environmental Safety & Health
OSHE 4341,Advanced Studies in Industrial Hygiene and Safety
OSHE 4413,Industrial Ventilation
OSHE 4422,Indst Hygiene Sampling Anly
OSHE 5233,Recog Of Occupational Diseases
OSHE 5336,"Safety, Health and Environmental Issues"
OSHE 5431,Practicum in Industrial Hygiene and Safety
OSHE 5530,Research Methods: INDH
OSHE 6242,Analy Method For Eval Of H & H
OSHE 6332,Safety Engineering
OSHE 6333,Standards of Construction & General Industries
OSHE 6838,Research Project
PHIL 1301,Introduction to Philosophy
PHIL 3321,Logic
PHIL 3331,Ethics
PHIL 4314,The Great Philosophers I
PHIL 4322,Philosophy of Religion
PHIL 4391,Selected Topics in Philosophy
PHYS 1101,Laboratory for College Physics I
PHYS 1102,Laboratory for College Physics II
PHYS 1301,College Physics I
PHYS 1302,College Physics II
PHYS 2125,Laboratory for University Physics I
PHYS 2126,Laboratory for University Physics II
PHYS 2325,University Physics I
PHYS 2326,University Physics II
PHYS 3103,Laboratory for Modern Physics
PHYS 3303,Modern Physics
PHYS 3311,Mathematical Methods for Scientists and Engineers I
PHYS 3312,Mathematical Methods for Scientists and Engineers II
PHYS 3321,Intermediate Mechanics
PHYS 3331,Intermediate Electromagnetism
PHYS 3342,Quantum Theory I
PHYS 3343,Quantum Theory II
PHYS 3351,Thermodynamics and Statistical Mechanics
PHYS 4115,Physics Practicum
PHYS 4201,Advanced Physics Laboratory
PHYS 4202,Computational Physics
PHYS 4371,Research Seminar I
PHYS 4372,Research Seminar II
PHYS 5021,Graduate Physics Laboratory
PHYS 5311,Recitation for Electrodynamics
PHYS 5331,Electrodynamics
PHYS 5411,Recitation for Classical Mechanics
PHYS 5431,Classical Mechanics
PHYS 5511,Recitation for Mathematical Methods in PHYS I
PHYS 5531,Mathematical Methods in Physics I
PHYS 5612,Recitation for Quantum Mechanics II
PHYS 5632,Quantum Mechanics II
PHYS 5911,Research Topics in Physics
PHYS 6837,Research and Project Seminar I
PHYS 6838,Research Project And Seminar II
POLS 2305,Federal Government
POLS 2306,Texas Government
POLS 3301,Contemporary Issues in Political Science
POLS 4355,Political Philosophy
PSLD 4325,Budgeting in Public Service
PSLD 4326,Human Resources
PSLD 4340,Current Issues in Representative Bureaucracy
PSLD 4342,Project Management
PSLD 4343,Public Service Management
PSLD 4344,Public Service Leadership
PSLD 4345,Strategic Planning
PSLD 4347,Managerial Issues in Diversity
PSLD 4348,Crisis and Emergency Management
PSLD 4349,Ethics and Law
PSYC 1100,Learning Frameworks
PSYC 2301,Introduction to Psychology
PSYC 2314,Lifespan Growth and Development
PSYC 2317,Statistical Methods in Psychology
SENG 4310,Intro to Systems Engineering
SENG 5130,Systems Engineering Processes
SENG 5230,Systems Engineering Econ
SENG 5231,Concurrent Engineering
SENG 5233,Systems Eng Analysis & Modeling
SENG 5335,Healthcare Systems Engineering
SENG 6837,Systems Eng Capstone Project
SILC 4301,Spanish For Bilingual Teachers
SILC 4302,Intro Study Of Languages
SILC 4310,Foundations of Bilingual and ESL Education
SILC 4311,ESL Methods
SILC 4312,Content-based ESL
SILC 4313,Language Learning
SILC 4315,Theories Of American Pluralism
SILC 4316,Bilingual Curriculum In Content Areas
SILC 4318,Linguistic Diversity in Young Children
SILC 4351,Development of Biliteracy
SILC 5034,Community Collaboration
SILC 5035,Interpersonal Intracts Diverse Set
SILC 5036,Multicultural Curriculum Development
SILC 6030,Foundations of Multicultural Education
SILC 6031,"Social Justice Leadership, Policy and Advocacy"
SILC 6032,Models Of Language
SILC 6033,Reflection in Social Justice Education
SILC 6034,Current Issues in Diverse Communities
SILC 6035,Social Foundations of Education
SILC 6036,Equity Pedagogy
SOCI 1301,Introduction to Sociology
SOCI 1306,Social Problems
SOCI 3352,Urban Sociology
SOCI 4312,"Social Structure: Class, Power, Status"
SOCI 4316,Women and the Law
SOCI 4317,Race and the Law
SOCI 4322,Theories of Society
SOCI 4323,Religion in Society
SOCI 4328,Social Conflict and Mediation
SOCI 4332,Sociology of Law
SOCI 4335,Social Change and Social Movements
SOCI 4355,Minorities in America
SOCI 4357,"Sociology of Family, Work, and Gender"
SOCI 4367,Women's Health and Sexuality
SOCI 4384,Statistics
SOCI 4385,Research Methods
SOCI 5333,Minorities and Majorities
SOCI 5337,Complex Organizations
SOCI 5433,Social Conflict and Mediation
SOCI 5435,Gendered Inequality: Work and Family
SOCI 5732,Graduate Seminar in  Social Problems
SOCI 5931,Research Topics in Sociology
SOCI 6432,Qualitative Research Methods
SOCI 6730,Advanced Non-Experimental Research and Statistics
SPAN 1311,Beginning Spanish I
SPED 2301,Introduction to Special Populations
SPED 4300,Survey Of Exceptionalities
SPED 4311,Assessment In Special Educ
SPED 4312,Diagnostic Instruction for Learners with Special Needs
SPED 4321,Implementing Pos Bhvrl Support
SPED 4332,Early Childhood Special Educ
SPED 5030,Survey Of Indvdl Difference
SPED 5131,Educ Assessment Of Exceptional
STAT 3308,Computational Statistics
STAT 3334,Prob & Stat for Scients & Engs
STAT 4315,Applied Statistical Methods
STAT 4333,Statistical Computing
STAT 4344,Introduction to Probability
STAT 4345,Introduction to Statistics
STAT 5135,Applied Statistical Methods
STAT 5533,Statistical Computing
STAT 5535,Experimntl Designs & Analysis
STAT 5538,Categorical Data Analysis
STAT 5635,Applied Time Series Analysis
STAT 6837,Stat Research & Consulting
STAT 6838,Statistics Research and Consulting II
SWEN 4320,Introduction to Software Process and Project Management
SWEN 4342,Software Engineering
SWEN 4346,Software Testing
SWEN 5130,Requirements Engineering
SWEN 5135,Configuration Management
SWEN 5139,Data Science and R in Software Engineering
SWEN 5233,Software Architecture
SWEN 5236,Engineering Software I
SWEN 5237,Engineering Software II
SWEN 5239,Agile Software Development
SWEN 5432,Software Engineering Life Cycle
SWEN 6837,Software Engineering Capstone Project
SWRK 2361,Introduction to Social Work
SWRK 3304,Issues and Ethics in Social Work
SWRK 3314,Diversity and Human Behavior in the Social Environment
SWRK 3317,Social Welfare and Policy Services
SWRK 3324,"Oppression, Diversity, and Social Justice"
SWRK 4318,Social Work Practice I
SWRK 4319,Social Welfare Policy Analysis
SWRK 4328,Social Work Practice II
SWRK 4338,Social Work Practice III
SWRK 4363,Experimental Methods and Statistics
SWRK 4370,Nonexperimental Methods and Statistics
SWRK 4619,Social Work Internship I
SWRK 4629,Social Work Internship II
TCED 1101,Inquiry Approaches to Teaching Mathematics and Science Step I
TCED 1102,Inquiry Based Lesson Design in Mathematics and Science Step II
TCED 1301,Exploring Teaching as a Profession
TCED 2301,Knowing and Learning
TCED 2303,Classroom Interactions
TCED 3300,Perspectives on Science and Math
TCED 3301,Research Methods in Science
TCED 4100,Core Subjects Teacher Seminar
TCED 4102,Secondary (4-8 & 7-12) Content Teacher Seminar
TCED 4300,Project Based Instruction
TCED 4303,Creating Positive Learning Environments in EC-6
TCED 4304,Creating Positive Learning Environments in 4-8
TCED 4306,Creating Positive Learning Environments in 8-12
TCED 4321,Social Studies Methods for EC-6
TCED 4322,Science Methods for EC-6
TCED 4323,Mathematics Methods for EC-6
TCED 4331,Social Studies Methods for Grades 4-8
TCED 4332,Science Methods for Grades 4-8
TCED 4333,Mathematics Methods for Grades 4-8
TCED 4361,Methods in Secondary Social Studies
TCED 4362,Methods In Secondary Science
TCED 4363,Methods in Secondary Mathematics
TCED 5030,Models of Teaching
TCED 5031,Curriculum Planning
TCED 5033,Preparation for K-12 Educators for National Board for Professional Teaching Standards II
TCED 5034,Mgmt Strt for Crtg a Pos Learn
TCED 5038,Prof Dev for Enhancg Tchr Lead
TCED 5134,Introduction to Models of Teaching
TCED 5231,Teaching Social Studies In Elementary School
TCED 5233,Teaching Math in the EC-6 Classroom
TCED 5236,Math Meth for Secondary Grades
TCED 5330,Fostering Critical Inquiry: Introduction to Action Research
TCED 5333,Tchng Math in the 4-8 Classrm
TCED 5334,Teaching Social Studies in the 4-8 Classroom
TCED 5431,Nature Of Middle Level Learner
TCED 5530,Adolescent Dvlpmnt & Curric
TCED 6031,Application of Technology in the Classroom
TCED 6739,Curriculum and Instruction Practicum
WGST 1301,Gender Matters: Introduction to Women's and Gender Studies
WGST 3341,Women in American History
WGST 4308,Perspectives in Women's and Gender Studies
WGST 4312,Women of Color
WGST 4334,Psychology of Women
WGST 4335,Women's Health and Sexuality
WGST 4348,Development of Gender and Racial Identity
WGST 4360,Women in Literature
WGST 4391,Selected Topics in Women's and Gender Studies
WGST 5438,Development of Gender and Racial Identity
WGST 5931,Research Topics in Women's and Gender Studies
WRIT 1301,Composition I
WRIT 1302,Composition II
WRIT 2311,Intro to Professional Writing
WRIT 3304,Writing for Education
WRIT 3305,Writing for Humanities
WRIT 3306,Writing for Social Sciences
WRIT 3307,Advanced Writing
WRIT 3312,Written Communications in Business
WRIT 3315,Advanced Technical Writing
WRIT 4310,Writing for the Public: Developing Non-Profit Communication Strategies
WRIT 4311,Grant and Proposal Writing
WRIT 4312,The Rhetoric of Popular CultureACCT 4336
WRIT 5137,Grant Writing and Proposal Writing
